,Tweet Text,Informativeness
6494,#about #news Concert Business Grinds to a Halt in Hurricane Sandy's Wake: David Byrne and St Vincent had... http://t.co/f6DROtlk #uk #us,on-topic
6495,"so, the big US political story, could the arrival of Hurricane Sandy affect Mitt Romney's hair ? #us2012 #frankenstorm",on-topic
6496,RT @AHurricaneSandy: OH MY GOD KAREN YOU CAN'T JUST ASK A HURRICANE WHY SHE'S ONLY A CATEGORY 1.,on-topic
6497,RT @Cashmere_Nasir: All hurricane playlist shud include I Will Survive,on-topic
6498,RT @SorryNotSoorry: They should name hurricanes with more ghetto names. I'd be terrified of hurricane Shanaynay or Laquasha or some shit.,on-topic
6499,RT @TheLeviClark: This hurricane sandy shit is annoying as hell.,on-topic
6500,RT @TrevorDickerson: National Hurricane Center decided to downgrade Hurricane Sandy to an extratropical storm. CNN decided to arbitraril ...,on-topic
6501,RT @BigFrankenStorm: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,on-topic
6502,The hurricane sandy tweets Lmao&gt;&gt;&gt;,on-topic
6503,RT @madisonnn143: Everyone's happy as shit cause' there's no school tomorrow bc of the hurricane but bitch I already had school off *fli ...,on-topic
6504,RT @RachhLoves: Sending prayers and love to all those in Hurricane Sandy's path. Be safe everyone!!,on-topic
6505,RT @Chris_lRawDog1: I kinda hope the hurricane hits hvcc,on-topic
6506,@chucktodd R u In FRANKENSTORM path-  we r -Queens-wish were Near BATTERY Pk want to see That WATER--NYC closed! No BUSES SUBWAYS SCHOOL,on-topic
6507,Hurricane sandy is fucking my day up!,on-topic
6508,RT @aSandyHurricane: HURRICANE SANDY AIN'T EVEN A SCARY NAME THO. I NEED A TERRIFYING NAME LIKE HURRICANE SHANAYNAY OR SUM SHIT.,on-topic
6509,RT @RealDShowers: Hurricane #Sandy hit New York hard tho http://t.co/3H79OuRu,on-topic
6510,RT @AHurricaneSandy: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,off-topic
6511,Power is back! Take that #Frankenstorm,on-topic
6512,I'm honestly just not in a hurricane mood...,on-topic
6513,@gohamnewt that hurricane gonna take my lil ass to an new state,on-topic
6514,RT @SkepticalAfrica: What if gangnam style is actually just a giant rain dance and you Americans brought this hurricane on yourselves #Sandy,on-topic
6515,Tell me more about this devastating Category 1 storm... ?? #hurricane #sandy #sigh http://t.co/JJOR0E9Z,on-topic
6516,Blame the #jersey #Hurricane on a business that shouldn't exist yet is next to the state police (shrug).,on-topic
6517,Social Media: U.S. Stock Trading Canceled Because of Hurricane Sandy http://t.co/2HcG7fJN,on-topic
6518,@Mr_LeeJackson lol you would be out right in the middle of the hurricane,on-topic
6519,RT @faylortitz: David can hardly sit still for 5 minutes... this hurricane will be the death of both of us.,on-topic
6520,"Hurricane Sandy & Fab. Tuesday October 30, 2012. | betashop http://t.co/XPZYR6GM  Everything in New York is affected.",on-topic
6521,NEW YORK (AP) -- All major U.S. stock exchanges will remain closed Monday with Hurricane Sandy due to make landfall on the East Coast.,on-topic
6522,“@TheFauxMilaniaG: what if gangnam style was really a giant raindance and we brought this hurricane on ourselves?”,on-topic
6523,Wearing a NFTY NEL shirt and SW sweat pants! I think that makes for a pretty nice hurricane day outfit! also 3 day until #fall12 #NFTYNEL,on-topic
6524,RT @HurricaaneSandy: OH SHIT JUST DESTROYED A STARBUCKS. NOW I'M A PUMPKIN SPICE HURRICANE.,on-topic
6525,Airlines cancel thousands of flights due to Sandy: TEL AVIV (MarketWatch) -- As Hurricane Sandy bears down on th... http://t.co/8bJkAQoL,on-topic
6526,RT @MrKookies: I hope all my American friends and foes are safe. Hurricane Sandy please spare us the grief & sorrow.,on-topic
6527,RT @tomlinsalad: can hurricane sandy blow me a boyfriend and a mcdonalds happy meal while its at it,on-topic
6528,"@_AmandaFoley It is literally the worst. Oh hey, so how about that frankenstorm guys? Are people terrified enough yet?",on-topic
6529,If this hurricane is actually really bad there's no way I'm getting stuck in the house for 2 days with my dad #nothappening,on-topic
6530,RT @justinbieber: everyone dealing with the hurricane up north be safe,on-topic
6531,RT @hurricannesandy: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,on-topic
6532,already got hurricane Sandy in Jamaica devastation on the eastern end of the island.\Continue praying,on-topic
6533,It seem like this hurricane aint bout shit o.O,on-topic
6534,Via @PJMedia_com Is Hurricane Sandy a Gale-Force October Surprise? http://t.co/qWucpdop #twisters #teaparty,on-topic
6535,@justinbieber: everyone dealing with the hurricane up north be safe,on-topic
6536,"Due to Hurricane Sandy, we will be closed today. Pending the storm, we'll open as soon as we can because we miss... http://t.co/IHg2pWrW",on-topic
6537,On a conference call What are you working on tomorrow?  -- Oh you know.. just trying to survive a hurricane  Will that be long?,on-topic
6538,RT @_Snape_: Just heard Hurricane Sandy is about to hit the Jersey Shore. I think this is something we can all approve of.,on-topic
6539,"RT @OccupyWallSt: Mainstream media have conditioned us to be glued to the news for a hurricane, yet apathetic to financial & politic ...",on-topic
6540,RT @sickipediabot: U.S met office issues a stark warning that Hurricane Sandy has been upgraded to a British Summer,on-topic
6541,RT @AinTime4That: Hurricane sandy? Ain't nobody got time for that!,on-topic
6542,Dutch rideee before the hurricane ??,on-topic
6543,RT @AZRA_Xo: What's so funny about a hurricane? Stfu,on-topic
6544,"My hurricane watch needs more Jimmy Buffett: http://t.co/jYAd9Gr9 This is Volcano, not hurricane. Still...",on-topic
6545,RT @washingtonpost: Hurricane Sandy's economic damage felt in far-away India: http://t.co/mtbrAKMd,on-topic
6546,RT @GizmodoUSA: Breaking :::: Apple Guy Leaving Caused Hurricane,on-topic
6547,i'd really like someone to try and come have a cigarette in the hurricane that sounds fun.,on-topic
6548,RT @tweetdeez757: No work tomorrow cause of hurricane Sandy. This chick is messing up my money. This sucks,on-topic
6549,"RT @_jalaaaa: Hurricane Sandy , do me a favor . When you slide threw , take Mitt Romney nut ass with you?",on-topic
6550,"Hope for the best for people dealing with hurricane sandy , my bro’s in the area aswell :/",on-topic
6551,RT @aSandyHurricane: HURRICANE SANDY AIN'T EVEN A SCARY NAME THO. I NEED A TERRIFYING NAME LIKE HURRICANE SHANAYNAY OR SUM SHIT.,on-topic
6552,RT @ILovinArianaG: Praying for everyone who is being effected by hurricane sandy! Stay safe everyone!xox #Sandy,on-topic
6553,And only Scotland comes up with names like hurricane bawbag.,on-topic
6554,RT @Sam_Small236: I hope the hurricane blows me to Paris... Or anywhere but here,on-topic
6555,RT @hurricannesandy: WHAT IF GANGAM STYLE WAS ACTUALLY JSST A GIANT RAIN DANCE AND WE BROUGHT THIS HURRICANE ON OURSELVES?,on-topic
6556,"Good time to run the country like a business MT @argylestyle: we're having earthquakes, tsunamis, a winter storm & a hurricane all at once?",on-topic
6557,"People making a twitter for hurricane sandy, that shit ain't funny a bunch of people have died from that shit",on-topic
6558,Is Hurricane #Sandy a indication of the #Mayan's calender??\\#EndOfWorld2012,on-topic
6559,"RT @AllisonAlli72: @Ratchet2English: @CNN: BREAKING NEWS: Hurricane Sandy is approaching at fast speeds, make sure your weave is in pr ...",on-topic
6560,ain't nobody got time for that. #hurricane #sandy,on-topic
6561,RT @MariaBaybeeee: I wish Hurricane Sandy would come through and blow good ole South Stanly away ??,on-topic
6562,"@Real_Liam_Payne pleaseeee follow me love! lol I'm in the middle of hurricane sandy right now. fun times, yeah?",on-topic
6563,"if the news about the hurricane interrupts my viewing of OUAT, imma be pissed. #comeonsandy",on-topic
6564,RT @hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3,on-topic
6565,RT @jwarnette: I have so much time for this.... Hurricane Sandy is imminent and what do you do? JET SKI! http://t.co/wNidLkF2,on-topic
6566,RT @RobertDMcNeill: Hurricane #Sandy is turning bad... http://t.co/LelNNZhg,on-topic
6567,Is hurricane Sandy the beginning of what's to come by mid December??  #EndOfTimes,on-topic
6568,Lol Wtf Hurricane Sandy!  These Sweet Ass names,on-topic
6569,RT @CRNC: Our thoughts & prayers are with those who will be affected by Hurricane Sandy. We hope you stay safe & sound during th ...,on-topic
6570,This fucking hurricane  is going to postpone my tests #blessed,on-topic
6571,Hurricane sandy is too weaaak,on-topic
6572,"“@ryantames: Yo, whose comin to my hurricane house party? #sandycantruinourfun” LOL",on-topic
6573,RT @JLin7: Praying for health and safety for everyone affected by Hurricane Sandy,on-topic
6574,Finally a genuine photograph of Hurricane Sandy.. http://t.co/iZr8g8iu,on-topic
6575,RT @FratBoysComedy: Matt Ryan just told Hurricane #Sandy to leave & it listened. #badass,on-topic
6576,"Sandy's hit to the economy: Even before Hurricane Sandy causes any significant property damage, it is costing bi... http://t.co/xs4832hm",on-topic
6577,RT @hurricannesandy: I'M JUST A SASSY GHETTO HURRICANE TRYNA NAVIGATE MY WAY THROUGH THIS WORLD U KNO.,on-topic
6578,RT @_SandyHurricane: YOUR ALL TALKING SHIT ON ME THINKING IM NOT ABOUT THAT HURRICANE LYFE! JUST FUCKING WAIT..,on-topic
6579,"As East Coast braces for hurricane #sandy, La Jollans must deal with this: be careful out there San Diego http://t.co/xhEd00gk",on-topic
6580,RT @ABCWorldNews: Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs,on-topic
6581,@ChrisOkinda can you tell the good lady reading the news that I'm not a hurricane!,off-topic
6582,RT @justinbieber: everyone dealing with the hurricane up north be safe,on-topic
6583,RT @11_Quan: !!!!!!! RT @BrennanXXX These hurricane Sandy accounts are painfully unfunny,on-topic
6584,RT @hinkerbelll: @boooookimmmmmmm you think there's a hurricane coming or something? Nahhhh.,on-topic
6585,RT @IslandSexyKiKi: #IMF can free up the money now that dem see hurricane sandy tun up d ting pon we no tru #TeamJamaica,on-topic
6586,"This comparison of Irene vs Sandy, shows that the hype for this hurricane is real. Friends and family on the East... http://t.co/LB1QAXMI",on-topic
6587,omg the hurricane is funny,on-topic
6588,"Twitter tip: add hurricane #Sandy hashtags to all tweets, regardless of relevance. Ex: Leaders walk the talk, all the time. #Sandy ?",off-topic
6589,???? RT @DeviV: Yams? RT @MS_KB: this hurricane gone have me dried out,on-topic
6590,???? ?? ?? ????? ????? ?? ????? ???? @rdwawyssin: The Hurricane Sandy Aftermath: http://t.co/aKPWDCwN,on-topic
6591,MEMA Issues Tips For Potential Power Outages Associated With Hurricane Sandy http://t.co/4PBVhWhU,on-topic
6592,Hurricane ain't bout that life.,on-topic
6593,This is unhinged. RT @jtes: National Hurricane Center mobile site = not great http://t.co/k7dzcoge,on-topic
6594,RT @JonnyJordan8: So after jersey and new york that hurricane ended up in me room #propermess,off-topic
6595,"RT @JenKirkman: Fuck this shit. I'm not standing here. - me, if I were a hurricane correspondent.",on-topic
6596,Hurricane sandy accounts were funny for a good 12 seconds,on-topic
6597,"RT @MBCR_info: ALERT: Due to Hurricane Sandy, commuter rail service suspended at 2:00 p.m. today. Please check schedule here:  http://t. ...",on-topic
6598,"RT @lbusss: I'd be happy if this hurricane just knocked down some power lines or broke windows-some shit like that, I just don't wanna g ...",on-topic
6599,"Hurricane's over - back to school tomorrow. It was fun to be holed up w the bf for 2 days, but I'm so grateful DC wasn't hit like NYC ???????",on-topic
6600,RT @justinbieber: everyone dealing with the hurricane up north be safe,on-topic
6601,Everybody keep saying  this hurricane weak  fuck y'all wanna go night night nigga ?,on-topic
6602,@SedoneStars @borobulker Is the Hurricane Sandy going to effect you? We are hunkering down here on the RI coast.,on-topic
6603,"RT @_Snape_: If you are stupid enough to go outside during a hurricane, you deserve whatever happens to you. Natural selection, do your  ...",on-topic
6604,& it's possible that the eye of the storm could still go toward Baltimore instead of Jersey. #frankenstorm,on-topic
6605,RT @USGS: Storm coming! Check http://t.co/i0K0Uvc1 to see how @USGS prepares for Hurricane Sandy's landfall #HurricaneSandy #Frankenstorm,on-topic
6606,RT @WhiteFolkProbs: Hurricane Sandy is forcing me to spend time with my family.,on-topic
6607,RT @lindsaylohan: WHY is everyone in SUCH a panic about hurricane (i'm calling it Sally)..? Stop projecting negativity! Think positive a ...,on-topic
6608,RT @hurricannesandy: RETWEET IF YO ASS SURVIVED HURRICANE SANDY 2012.,on-topic
6609,RT @izzayy_bitches: watch this hurricane not do shit ????,on-topic
6610,RT @breakingstorm: Hurricane Sandy is roaring northeastward off the Carolinas; 75-mph sustained winds - @NHC_Atlantic via @AP http://t.c ...,on-topic
6611,Hurricane Sandy Satellite Animation: http://t.co/ZYHwL7lF via @youtube,on-topic
6612,Watch Hurricane Sandy like not even hit us...,on-topic
6613,RT @AlanAshby: guys we wrote the flood about hurricane sandy which also means yes WE CAN SEE THE FUTURE,on-topic
6614,"RT @dpickering11: Everyone needs to chill about this damn hurricane. We can't do shit to prevent it. So sit back, grab a few drinks and  ...",on-topic
6615,@somethingpc did the hurricane come your way?,on-topic
6616,@AbbeyOldham Wow! Hurricane Sandy closed the subway station back home! http://t.co/oiEhhlXd,on-topic
6617,"RT @JudahWorldChamp: Don't think of it as having a power outrage, think of it as turning Amish. #hurricane #sandy",on-topic
6618,Hurricane Sandy's here so my 86 year old grandfather who can barely walk decides to go out and run errands #makessense #worried,on-topic
6619,RT @hurricannesandy: RETWEET IF YO ASS SURVIVED HURRICANE SANDY 2012.,on-topic
6620,RT @BoingBoing Radar imaging of Hurricane Sandy reveals the power in its core http://t.co/ZhtwtE8V,on-topic
6621,Three cruise ships sitting out Hurricane Sandy in Port of Boston: Three cruise ships carrying ... http://t.co/rAu2MVtg #oil #ship #cargo,on-topic
6622,"Hurricane #Sandy? What? Just f$ck you, Hurricane #Sandy! ?? #mask #halloween http://t.co/ee0vj6mv",on-topic
6623,"RT @_aaroncopeland: backseat serenade, dizzy hurricane, oh god i'm sick of sleeping alone",on-topic
6624,Stop worrying about hurricane devastation & pay attention to Kim!\\RT @KimKardashian Vote 4 'Drop Dead Diva' to win People's Choice Award,on-topic
6625,"“@KingLdub_: I Hope This Hurricane Blows Our School Over, So I Don't Have To Get Up Tomorrow...”",on-topic
6626,Hope my baby @AMorse22 stays safe in the hurricane?? #youretoobeautifultodie ????,on-topic
6627,"#Mobile AT&T, Verizon, Sprint, T-Mobile Offer Statements On Hurricane Network Issues: No ETA Given F... http://t.co/3UQlG55b #Tech #news",on-topic
6628,Hurricane sandy. Proof that God hates the Yankees.,on-topic
